reviewers,messages,len_messages,churn,revisions,files,duration,len_description,inline_comments,,,,,,,,,,,,,,,,,
8,21,1427,46,4,1,1838.849,118,2,,,,,,,,,,,,,,,,,
7,47,1755,281,22,4,3701.119,268,24,,,,,,,,,,,,,,,,,
11,1364,262922,11567,12,153,804.3986,120,83,,,,,,,,,,,,,,,,,
2,3,84,30,1,1,19.8675,186,0,,,,,,,,,,,,,,,,,
13,124,6996,307,40,6,554.0053,185,2,,,,,,,,,,,,,,,,,
4,6,157,157,2,6,46.06722,235,0,,,,,,,,,,,,,,,,,
4,10,488,80,2,1,17.19806,179,1,,,,,,,,,,,,,,,,,
13,7,487,50,2,1,44.72917,359,0,,,,,,,,,,,,,,,,,
3,9,215,74,6,5,117.5633,232,0,,,,,,,,,,,,,,,,,
10,53,24902,33,10,2,322.5022,540,5,,,,,,,,,,,,,,,,,
3,9,292,76,4,7,99.56389,191,2,,,,,,,,,,,,,,,,,
1,3,79,74,2,3,2.985,224,0,,,,,,,,,,,,,,,,,
13,12,368,56,3,2,21.05833,199,2,,,,,,,,,,,,,,,,,
2,3,84,72,1,3,22.47083,238,0,,,,,,,,,,,,,,,,,
2,3,84,31,1,2,23.04944,232,0,,,,,,,,,,,,,,,,,
5,12,301,49,4,2,91.88194,201,0,,,,,,,,,,,,,,,,,
5,26,1314,315,13,19,331.9472,762,13,,,,,,,,,,,,,,,,,
3,30,981,88,12,6,363.0739,359,2,,,,,,,,,,,,,,,,,
5,10,278,62,2,4,70.28694,234,4,,,,,,,,,,,,,,,,,
1,2,69,27,1,1,63.02,181,0,,,,,,,,,,,,,,,,,
18,29,2419,61,6,2,346.7972,229,38,,,,,,,,,,,,,,,,,
7,15,488,111,4,4,9.805278,442,11,,,,,,,,,,,,,,,,,
9,21,673,277,7,4,332.1203,269,58,,,,,,,,,,,,,,,,,
27,138,37582,431,10,8,654.3142,1752,31,,,,,,,,,,,,,,,,,
4,18,1873,308,6,15,46.75056,275,9,,,,,,,,,,,,,,,,,
5,4,100,68,3,4,26.71583,516,0,,,,,,,,,,,,,,,,,
3,7,228,18,1,2,32.62944,208,1,,,,,,,,,,,,,,,,,
5,14,407,559,9,4,938.6114,752,10,,,,,,,,,,,,,,,,,
21,40,7458,204,2,4,51.85722,411,21,,,,,,,,,,,,,,,,,
5,7,189,21,2,2,53.30806,138,1,,,,,,,,,,,,,,,,,
8,45,14504,160,11,5,147.0772,354,23,,,,,,,,,,,,,,,,,
1,3,86,938,2,9,11.58194,314,0,,,,,,,,,,,,,,,,,
6,10,728,83,4,2,98.00667,667,2,,,,,,,,,,,,,,,,,
2,3,84,49,1,2,50.33389,608,0,,,,,,,,,,,,,,,,,
5,10,296,49,2,1,62.46944,252,5,,,,,,,,,,,,,,,,,
3,12,994,9179,5,37,95.75583,1657,53,,,,,,,,,,,,,,,,,
5,8,210,104,3,1,25.48556,314,0,,,,,,,,,,,,,,,,,
7,8,2677,67,1,1,48.83472,295,0,,,,,,,,,,,,,,,,,
12,11,357,167,3,4,170.0358,491,5,,,,,,,,,,,,,,,,,
2,3,84,73,1,3,93.47806,328,0,,,,,,,,,,,,,,,,,
2,4,124,21,2,4,26.32833,297,0,,,,,,,,,,,,,,,,,
3,5,178,480,2,111,460.4364,214,0,,,,,,,,,,,,,,,,,
5,15,596,86,3,1,2013.278,332,0,,,,,,,,,,,,,,,,,
5,4,337,62,1,1,12.85389,288,0,,,,,,,,,,,,,,,,,
14,51,1301,142,29,7,314.7956,564,11,,,,,,,,,,,,,,,,,
21,22,4463,56,1,5,216.6108,358,2,,,,,,,,,,,,,,,,,
6,15,1712,62,2,4,46.31972,327,8,,,,,,,,,,,,,,,,,
4,7,493,17,2,5,4.926111,282,0,,,,,,,,,,,,,,,,,
1,3,103,166,1,1,1984.599,109,4,,,,,,,,,,,,,,,,,
6,35,1095,55,19,2,697.3581,223,8,,,,,,,,,,,,,,,,,
1,2,65,38,1,1,4.357778,265,0,,,,,,,,,,,,,,,,,
7,38,2638,338,11,4,1901.973,420,14,,,,,,,,,,,,,,,,,
3,4,110,854,1,1,203.7219,108,0,,,,,,,,,,,,,,,,,
6,6,169,13,1,1,101.3378,255,0,,,,,,,,,,,,,,,,,
6,6,329,196,1,3,147.0592,247,0,,,,,,,,,,,,,,,,,
13,62,4002,191,20,2,6744.911,273,9,,,,,,,,,,,,,,,,,
7,79,8982,435,22,9,268.8814,203,27,,,,,,,,,,,,,,,,,
13,10,562,85,2,1,96.24556,165,7,,,,,,,,,,,,,,,,,
32,123,21008,33,6,1,301.5428,185,32,,,,,,,,,,,,,,,,,
8,34,2261,63,12,1,823.6028,302,21,,,,,,,,,,,,,,,,,
4,8,390,997,2,12,115.9314,242,4,,,,,,,,,,,,,,,,,
3,10,382,86,2,2,237.1461,308,0,,,,,,,,,,,,,,,,,
6,18,1022,141,7,1,287.5364,1005,3,,,,,,,,,,,,,,,,,
13,30,7115,91,4,2,284.2564,406,8,,,,,,,,,,,,,,,,,
3,5,126,34,1,3,15.46694,462,0,,,,,,,,,,,,,,,,,
3,6,183,877,2,2,1.116944,447,2,,,,,,,,,,,,,,,,,
21,46,7934,102,3,2,48.90667,275,4,,,,,,,,,,,,,,,,,
23,72,12779,45,4,1,268.7039,431,16,,,,,,,,,,,,,,,,,
2,19,630,40,6,3,240.6931,340,4,,,,,,,,,,,,,,,,,
7,22,1303,37,6,2,3056.173,203,4,,,,,,,,,,,,,,,,,
3,4,110,11,1,2,1.807222,243,0,,,,,,,,,,,,,,,,,
9,48,46130,282,6,6,472.2011,859,4,,,,,,,,,,,,,,,,,
7,13,557,264,2,2,100.6003,415,10,,,,,,,,,,,,,,,,,
9,60,4082,32,15,1,1111.294,172,43,,,,,,,,,,,,,,,,,
7,16,514,137,3,1,535.8456,255,0,,,,,,,,,,,,,,,,,
2,6,151,106,2,3,1527.722,641,1,,,,,,,,,,,,,,,,,
4,6,1974,68,1,4,5.153889,589,0,,,,,,,,,,,,,,,,,
5,10,894,181,2,1,1459.078,109,0,,,,,,,,,,,,,,,,,
2,4,105,77,2,2,260.5925,176,0,,,,,,,,,,,,,,,,,
2,4,136,94,1,3,148.525,233,4,,,,,,,,,,,,,,,,,
12,4,110,64,1,3,124.1289,382,0,,,,,,,,,,,,,,,,,
3,7,154,15,5,1,449.6919,270,0,,,,,,,,,,,,,,,,,
3,9,251,65,3,3,145.8372,130,3,,,,,,,,,,,,,,,,,
6,30,3680,20,10,9,210.9203,332,1,,,,,,,,,,,,,,,,,
5,12,414,124,3,1,141.5867,115,8,,,,,,,,,,,,,,,,,
2,3,84,428,1,9,19.52694,210,0,,,,,,,,,,,,,,,,,
24,48,8686,25,2,1,134.8119,266,11,,,,,,,,,,,,,,,,,
2,3,84,502,1,9,6.041667,189,0,,,,,,,,,,,,,,,,,
3,4,145,46,1,1,23.63639,148,0,,,,,,,,,,,,,,,,,
5,9,293,485,2,4,26.94,182,4,,,,,,,,,,,,,,,,,
6,22,925,2106,6,14,161.4372,568,55,,,,,,,,,,,,,,,,,
8,29,20914,75,5,1,171.9778,173,9,,,,,,,,,,,,,,,,,
3,6,149,37,4,3,30.69139,610,0,,,,,,,,,,,,,,,,,
4,28,1009,641,13,3,506.2669,1143,28,,,,,,,,,,,,,,,,,
6,21,2034,37,4,1,7.587222,295,1,,,,,,,,,,,,,,,,,
5,10,4160,1033,2,18,111.5575,156,0,,,,,,,,,,,,,,,,,
5,7,204,15,2,1,168.3417,612,0,,,,,,,,,,,,,,,,,
14,84,30047,169,13,6,2128.243,279,18,,,,,,,,,,,,,,,,,
29,214,41390,90,13,2,1432.599,415,22,,,,,,,,,,,,,,,,,
25,164,32179,54,9,2,775.4408,387,58,,,,,,,,,,,,,,,,,
6,15,701,108,3,6,32.00778,157,6,,,,,,,,,,,,,,,,,
3,10,305,673,3,1,167.0208,84,5,,,,,,,,,,,,,,,,,
1,2,69,136,1,7,13.60222,278,0,,,,,,,,,,,,,,,,,
5,6,167,4,2,1,216.2275,255,1,,,,,,,,,,,,,,,,,
12,30,957,86,10,8,2949.312,116,6,,,,,,,,,,,,,,,,,
5,6,254,812,1,6,25.03278,377,0,,,,,,,,,,,,,,,,,
4,32,1352,480,10,5,1397.341,629,35,,,,,,,,,,,,,,,,,
2,4,138,98,1,2,629.2997,336,0,,,,,,,,,,,,,,,,,
3,3,84,62,1,3,6.061389,176,0,,,,,,,,,,,,,,,,,
2,4,147,467,2,5,19.13722,478,0,,,,,,,,,,,,,,,,,
8,1387,244594,553,2,3,301.2103,182,0,,,,,,,,,,,,,,,,,
8,63,23686,174,16,18,1544.335,89,6,,,,,,,,,,,,,,,,,
9,45,7104,105,12,1,536.5647,187,14,,,,,,,,,,,,,,,,,
2,18,493,417,13,10,500.0894,314,46,,,,,,,,,,,,,,,,,
10,22,5868,121,2,1,275.6492,196,0,,,,,,,,,,,,,,,,,
4,27,3182,140,9,6,486.7169,82,28,,,,,,,,,,,,,,,,,
10,66,6452,564,12,2,798.3647,583,60,,,,,,,,,,,,,,,,,
23,98,18133,919,5,5,456.9917,158,26,,,,,,,,,,,,,,,,,
5,6,2571,16,1,1,20.69528,221,0,,,,,,,,,,,,,,,,,
4,9,722,244,2,4,15.39361,206,6,,,,,,,,,,,,,,,,,
12,58,6603,680,10,10,2192.351,373,46,,,,,,,,,,,,,,,,,
3,15,560,7,4,1,410.3017,258,9,,,,,,,,,,,,,,,,,
1,2,58,167,1,1,0.026944,118,0,,,,,,,,,,,,,,,,,
1,2,69,287,1,14,111.2136,198,0,,,,,,,,,,,,,,,,,
4,16,1954,76,3,26,6.393056,196,1,,,,,,,,,,,,,,,,,
4,14,2067,384,4,20,44.71417,459,0,,,,,,,,,,,,,,,,,
3,5,314,77,1,1,237.9031,241,4,,,,,,,,,,,,,,,,,
9,11,335,26,4,1,316.6575,126,1,,,,,,,,,,,,,,,,,
3,5,127,37,1,2,22.45194,217,0,,,,,,,,,,,,,,,,,
3,17,403,17,10,15,298.0119,363,1,,,,,,,,,,,,,,,,,
2,3,79,318,2,10,4.295,141,0,,,,,,,,,,,,,,,,,
35,520,100387,97,27,2,2371.956,111,97,,,,,,,,,,,,,,,,,
8,20,7834,80,3,1,1406.226,351,2,,,,,,,,,,,,,,,,,
10,14,358,949,11,7,215.2097,208,0,,,,,,,,,,,,,,,,,
4,4,123,153,1,1,1.856389,118,1,,,,,,,,,,,,,,,,,
26,91,17196,83,4,1,212.2386,366,21,,,,,,,,,,,,,,,,,
5,7,204,34,2,1,105.1917,414,0,,,,,,,,,,,,,,,,,
5,19,516,182,9,1,309.1128,242,12,,,,,,,,,,,,,,,,,
2,3,84,324,1,9,0.087222,321,0,,,,,,,,,,,,,,,,,
2,3,84,19,1,7,0.131389,166,0,,,,,,,,,,,,,,,,,
4,3,97,2281,1,13,0.803333,334,1,,,,,,,,,,,,,,,,,
2,7,170,1001,5,26,113.4872,460,0,,,,,,,,,,,,,,,,,
4,10,414,34,4,1,24.44056,255,0,,,,,,,,,,,,,,,,,
3,9,554,68,2,10,10.93528,75,1,,,,,,,,,,,,,,,,,
7,22,1042,131,3,1,163.6783,825,13,,,,,,,,,,,,,,,,,
5,30,2932,80,12,2,173.4628,199,62,,,,,,,,,,,,,,,,,
9,22,774,106,4,1,4301.62,189,15,,,,,,,,,,,,,,,,,
4,8,720,8,2,1,1.886667,200,0,,,,,,,,,,,,,,,,,
4,15,886,135,4,3,141.9853,112,16,,,,,,,,,,,,,,,,,
18,38,7998,566,2,1,75.39278,165,2,,,,,,,,,,,,,,,,,
1,2,58,21,1,9,0.141389,95,0,,,,,,,,,,,,,,,,,
1,6,360,581,4,12,1.885,103,0,,,,,,,,,,,,,,,,,
8,45,21973,122,9,1,988.4706,228,4,,,,,,,,,,,,,,,,,
24,48,7501,127,2,1,536.8536,395,0,,,,,,,,,,,,,,,,,
1,6,142,1570,5,9,19.09889,157,0,,,,,,,,,,,,,,,,,
1,3,79,4,1,1,37.05583,106,0,,,,,,,,,,,,,,,,,
1,6,183,575,3,8,39.16083,150,0,,,,,,,,,,,,,,,,,
1,8,280,276,6,2,0.887222,157,0,,,,,,,,,,,,,,,,,
6,5,148,38,2,16,122.9233,146,0,,,,,,,,,,,,,,,,,
2,4,105,37,1,2,14.71778,235,0,,,,,,,,,,,,,,,,,
2,4,105,213,1,6,14.71611,225,0,,,,,,,,,,,,,,,,,
3,20,831,546,7,105,161.8056,300,1,,,,,,,,,,,,,,,,,
2,3,84,358,1,1,16.43444,467,0,,,,,,,,,,,,,,,,,
3,10,277,113,4,4,138.2867,232,2,,,,,,,,,,,,,,,,,
2,5,131,8,2,1,91.33056,82,3,,,,,,,,,,,,,,,,,
2,4,105,47,2,1,2037.211,461,0,,,,,,,,,,,,,,,,,
6,36,2361,74,11,2,1885.672,261,9,,,,,,,,,,,,,,,,,
3,8,231,22,2,1,236.0192,358,0,,,,,,,,,,,,,,,,,
13,35,6685,8063,6,39,852.7664,604,5,,,,,,,,,,,,,,,,,
4,6,268,78,1,2,295.6208,273,0,,,,,,,,,,,,,,,,,
3,5,242,66,1,1,296.1639,273,0,,,,,,,,,,,,,,,,,
6,6,268,41,1,1,330.4061,273,0,,,,,,,,,,,,,,,,,
3,6,263,41,2,1,295.8975,273,0,,,,,,,,,,,,,,,,,
5,5,242,40,1,1,330.4828,273,0,,,,,,,,,,,,,,,,,
7,11,470,87,4,1,468.5817,343,2,,,,,,,,,,,,,,,,,
4,7,306,64,1,2,294.9261,342,2,,,,,,,,,,,,,,,,,
3,4,110,36,1,1,294.19,273,0,,,,,,,,,,,,,,,,,
6,9,287,40,2,1,294.6972,273,0,,,,,,,,,,,,,,,,,
4,5,136,36,1,1,294.73,273,0,,,,,,,,,,,,,,,,,
8,34,942,9,10,2,181.8375,136,11,,,,,,,,,,,,,,,,,
11,49,22209,667,3,1,865.2228,104,0,,,,,,,,,,,,,,,,,
6,15,7325,30,3,1,263.7058,449,0,,,,,,,,,,,,,,,,,
8,42,21209,171,10,7,3343.538,556,1,,,,,,,,,,,,,,,,,
19,50,4036,351,7,1,824.9125,217,128,,,,,,,,,,,,,,,,,
3,15,932,78,4,1,1352.982,83,14,,,,,,,,,,,,,,,,,
3,12,686,30,5,4,291.9894,84,0,,,,,,,,,,,,,,,,,
7,12,831,80,2,1,75.44861,233,2,,,,,,,,,,,,,,,,,
2,3,84,271,1,10,137.8917,212,0,,,,,,,,,,,,,,,,,
3,13,377,569,4,3,98.89139,238,2,,,,,,,,,,,,,,,,,
5,11,648,48951,4,25,142.1553,85,6,,,,,,,,,,,,,,,,,
2,4,105,21,2,1,26.41472,298,0,,,,,,,,,,,,,,,,,
2,4,197,10,2,1,25.88056,232,0,,,,,,,,,,,,,,,,,
4,24,1482,61,9,2,266.0883,231,19,,,,,,,,,,,,,,,,,
5,19,11510,104,2,5,170.6794,118,0,,,,,,,,,,,,,,,,,
4,3,70,142,1,14,0.978889,323,0,,,,,,,,,,,,,,,,,
2,5,184,169,3,3,4.44,103,0,,,,,,,,,,,,,,,,,
2,7,214,55,2,1,91.88222,232,1,,,,,,,,,,,,,,,,,
4,5,136,36,1,1,98.24194,273,0,,,,,,,,,,,,,,,,,
3,15,801,69,5,11,2.735556,180,6,,,,,,,,,,,,,,,,,
7,16,483,167,2,1,166.4136,346,0,,,,,,,,,,,,,,,,,
4,7,190,22,3,1,296.8161,158,2,,,,,,,,,,,,,,,,,
2,5,140,9,1,2,7.892222,201,0,,,,,,,,,,,,,,,,,
3,7,196,2,1,1,9.548056,172,0,,,,,,,,,,,,,,,,,
5,27,1128,151,6,2,1463.318,386,27,,,,,,,,,,,,,,,,,
3,7,211,6,3,1,51.3975,183,2,,,,,,,,,,,,,,,,,
37,498,89939,195,19,7,2575.443,142,70,,,,,,,,,,,,,,,,,
3,3,83,103,1,4,165.8986,101,1,,,,,,,,,,,,,,,,,
2,3,70,119,1,4,165.4989,144,0,,,,,,,,,,,,,,,,,
4,20,2619,302,4,9,243.9042,524,4,,,,,,,,,,,,,,,,,
3,12,7064,454,2,9,51.53083,99,0,,,,,,,,,,,,,,,,,
3,10,1991,255,5,11,21.08694,66,0,,,,,,,,,,,,,,,,,
5,21,3232,233,7,3,69.54389,111,15,,,,,,,,,,,,,,,,,
5,11,526,123,2,1,380.9481,239,10,,,,,,,,,,,,,,,,,
12,17,945,58,3,3,689.2261,399,0,,,,,,,,,,,,,,,,,
6,19,8840,12,5,2,198.1711,105,0,,,,,,,,,,,,,,,,,
2,6,366,927,2,13,169.3814,302,2,,,,,,,,,,,,,,,,,
9,18,1421,110,6,3,323.6575,329,27,,,,,,,,,,,,,,,,,
4,4,1691,611,1,1,598.9928,1443,0,,,,,,,,,,,,,,,,,
3,18,513,133,10,1,624.2019,88,5,,,,,,,,,,,,,,,,,
7,7,393,86,1,1,121.1258,332,0,,,,,,,,,,,,,,,,,
11,76,31295,63,13,4,807.1172,428,15,,,,,,,,,,,,,,,,,
32,67,12778,79,3,1,1781.463,317,7,,,,,,,,,,,,,,,,,
9,109,8417,296,13,2,2780.972,155,1,,,,,,,,,,,,,,,,,
2,5,314,294,2,2,452.6253,328,5,,,,,,,,,,,,,,,,,
44,674,119881,324,34,6,2501.46,254,294,,,,,,,,,,,,,,,,,
6,67,2160,1498,40,11,707.2928,987,17,,,,,,,,,,,,,,,,,
6,30,810,1138,10,10,282.1683,1335,34,,,,,,,,,,,,,,,,,
6,31,1067,860,8,6,277.7328,1188,92,,,,,,,,,,,,,,,,,
5,6,143,528,2,3,0.5375,94,0,,,,,,,,,,,,,,,,,
6,14,646,12,6,2,338.8125,216,2,,,,,,,,,,,,,,,,,
3,5,183,47,1,2,1775.146,805,0,,,,,,,,,,,,,,,,,
3,4,110,19,1,1,0.643889,87,0,,,,,,,,,,,,,,,,,
3,11,262,225,7,1,304.2822,182,1,,,,,,,,,,,,,,,,,
2,3,84,8,1,2,0.038889,87,0,,,,,,,,,,,,,,,,,
2,6,143,73,2,2,67.39028,156,2,,,,,,,,,,,,,,,,,
5,19,1081,331,12,5,158.5453,168,0,,,,,,,,,,,,,,,,,
5,8,251,95,1,1,73.58833,331,0,,,,,,,,,,,,,,,,,
6,9,247,89,2,5,23.61694,327,5,,,,,,,,,,,,,,,,,
3,7,159,37,4,1,98.32472,92,0,,,,,,,,,,,,,,,,,
5,10,297,99,6,1,169.2953,330,0,,,,,,,,,,,,,,,,,
1,2,69,273,1,12,0.256667,263,0,,,,,,,,,,,,,,,,,
3,6,192,38,2,1,14.81778,326,1,,,,,,,,,,,,,,,,,
8,30,3159,287,8,1,722.0639,1704,38,,,,,,,,,,,,,,,,,
5,8,194,17,3,1,5.119444,528,0,,,,,,,,,,,,,,,,,
1,2,84,2,1,1,0.305556,365,0,,,,,,,,,,,,,,,,,
7,9,2716,179,1,2,110.4761,360,0,,,,,,,,,,,,,,,,,
8,9,2645,352,1,2,109.2656,427,1,,,,,,,,,,,,,,,,,
5,21,680,349,11,5,96.77639,766,15,,,,,,,,,,,,,,,,,
14,95,5869,737,23,9,2366.129,223,85,,,,,,,,,,,,,,,,,
7,25,947,1373,4,9,211.7742,891,18,,,,,,,,,,,,,,,,,
6,8,3171,52,1,1,165.9858,399,0,,,,,,,,,,,,,,,,,
31,73,14528,20,3,1,524.3253,363,5,,,,,,,,,,,,,,,,,
6,10,2007,28,1,3,95.54417,199,0,,,,,,,,,,,,,,,,,
9,11,426,52,1,6,748.7636,259,0,,,,,,,,,,,,,,,,,
4,12,329,37,5,2,61.85278,351,1,,,,,,,,,,,,,,,,,
8,17,4578,290,3,1,36.1425,480,2,,,,,,,,,,,,,,,,,
8,35,7766,278,7,3,60.63861,440,35,,,,,,,,,,,,,,,,,
5,8,509,7,2,1,677.1644,370,2,,,,,,,,,,,,,,,,,
3,13,656,291,6,4,123.2442,169,1,,,,,,,,,,,,,,,,,
1,4,107,112,2,6,7.869444,86,0,,,,,,,,,,,,,,,,,
1,7,175,28,4,2,30.09639,94,0,,,,,,,,,,,,,,,,,
8,11,290,69,3,2,144.7833,371,0,,,,,,,,,,,,,,,,,
6,13,5461,94,3,1,790.3736,296,0,,,,,,,,,,,,,,,,,
3,4,110,45,1,1,9.650833,383,0,,,,,,,,,,,,,,,,,
4,9,274,329,3,4,274.5703,241,12,,,,,,,,,,,,,,,,,
4,16,1781,486,3,2,284.1656,109,0,,,,,,,,,,,,,,,,,
29,163,32296,204,8,4,182.9811,1219,30,,,,,,,,,,,,,,,,,
3,10,236,2271,5,31,405.7767,146,0,,,,,,,,,,,,,,,,,
3,3,84,22,1,1,47.48083,106,0,,,,,,,,,,,,,,,,,
8,13,8045,95,3,1,673.0139,192,0,,,,,,,,,,,,,,,,,
3,5,140,16,2,1,606.0339,155,0,,,,,,,,,,,,,,,,,
4,3,343,153,1,1,27.39222,153,1,,,,,,,,,,,,,,,,,
5,15,7141,20,1,2,27.78139,417,0,,,,,,,,,,,,,,,,,
5,6,1872,32,1,1,470.6411,296,4,,,,,,,,,,,,,,,,,
4,5,1836,92,1,1,470.6358,281,0,,,,,,,,,,,,,,,,,
4,10,373,672,3,25,164.9572,75,2,,,,,,,,,,,,,,,,,
7,16,514,12,4,2,660.0703,308,7,,,,,,,,,,,,,,,,,
3,4,756,17,1,1,81.95333,189,0,,,,,,,,,,,,,,,,,
4,7,878,581,1,3,118.2233,278,0,,,,,,,,,,,,,,,,,
5,19,1079,630,8,2,1094.939,237,2,,,,,,,,,,,,,,,,,
4,9,340,462,4,1,586.5767,167,0,,,,,,,,,,,,,,,,,
3,6,197,162,2,1,328.1847,266,2,,,,,,,,,,,,,,,,,
15,59,2035,366,16,1,906.1892,83,86,,,,,,,,,,,,,,,,,
4,14,640,397,6,1,5.754444,160,2,,,,,,,,,,,,,,,,,
3,8,234,89,2,5,19.4325,99,2,,,,,,,,,,,,,,,,,
7,16,384,311,7,7,423.9822,184,4,,,,,,,,,,,,,,,,,
5,14,1510,187,3,1,313.9644,102,2,,,,,,,,,,,,,,,,,
3,5,144,201,2,6,87.70028,94,1,,,,,,,,,,,,,,,,,
6,21,818,162,9,1,1994.647,261,22,,,,,,,,,,,,,,,,,
4,5,159,266,1,13,18.81722,487,0,,,,,,,,,,,,,,,,,
10,22,5791,29,4,1,167.695,301,6,,,,,,,,,,,,,,,,,
28,87,17985,59,4,1,274.7147,206,2,,,,,,,,,,,,,,,,,
9,20,5599,140,3,7,212.1858,375,0,,,,,,,,,,,,,,,,,
3,11,281,447,4,2,50.34417,117,4,,,,,,,,,,,,,,,,,
27,61,10315,94,3,1,179.5381,144,4,,,,,,,,,,,,,,,,,
4,23,783,55,11,1,1370.963,255,6,,,,,,,,,,,,,,,,,
4,11,352,351,3,3,120.6772,313,9,,,,,,,,,,,,,,,,,
9,18,626,118,3,1,241.1161,114,11,,,,,,,,,,,,,,,,,
15,37,1726,271,5,2,324.3994,297,6,,,,,,,,,,,,,,,,,
1,2,69,84,1,2,51.27694,200,0,,,,,,,,,,,,,,,,,
4,10,603,150,2,13,406.2994,383,0,,,,,,,,,,,,,,,,,
5,6,157,18,1,2,36.81194,592,0,,,,,,,,,,,,,,,,,
3,9,229,70,5,1,94.44583,94,0,,,,,,,,,,,,,,,,,
2,11,355,49,4,4,7.511667,81,2,,,,,,,,,,,,,,,,,
3,12,449,779,5,8,680.7892,215,1,,,,,,,,,,,,,,,,,
11,36,11392,248,9,6,216.2322,535,0,,,,,,,,,,,,,,,,,
9,15,399,134,6,1,1396.052,91,20,,,,,,,,,,,,,,,,,
23,100,18775,118,4,1,175.4944,389,4,,,,,,,,,,,,,,,,,
11,120,46498,1706,23,4,2318.735,1584,54,,,,,,,,,,,,,,,,,
6,35,4200,339,20,5,1352.601,121,8,,,,,,,,,,,,,,,,,
3,9,232,144,5,29,98.58667,177,2,,,,,,,,,,,,,,,,,
3,20,682,240,9,4,120.5394,288,13,,,,,,,,,,,,,,,,,
12,81,28215,59,12,2,1051.253,205,8,,,,,,,,,,,,,,,,,
7,15,614,222,2,6,200.0406,277,9,,,,,,,,,,,,,,,,,
4,9,271,102,4,1,137.4061,185,0,,,,,,,,,,,,,,,,,
18,26,3772,10,1,1,82.01722,412,0,,,,,,,,,,,,,,,,,
5,12,1830,169,3,5,522.7731,481,7,,,,,,,,,,,,,,,,,
5,9,440,392,3,4,649.1461,96,0,,,,,,,,,,,,,,,,,
6,13,1630,90,3,4,240.4014,268,3,,,,,,,,,,,,,,,,,
38,219,34086,154,10,16,3882.053,560,25,,,,,,,,,,,,,,,,,
3,8,439,20,2,1,95.11889,173,0,,,,,,,,,,,,,,,,,
3,4,105,20,3,1,53.90611,173,0,,,,,,,,,,,,,,,,,
32,340,60934,506,15,7,271.0861,273,29,,,,,,,,,,,,,,,,,
33,449,82063,115,21,7,350.8875,228,99,,,,,,,,,,,,,,,,,
5,41,1878,343,12,2,344.4389,255,31,,,,,,,,,,,,,,,,,
9,58,24070,214,10,2,909.6767,247,23,,,,,,,,,,,,,,,,,
31,203,37225,896,10,10,236.4794,273,27,,,,,,,,,,,,,,,,,
30,96,17354,240,4,2,232.9717,240,3,,,,,,,,,,,,,,,,,
7,19,7163,143,4,4,62.92278,224,5,,,,,,,,,,,,,,,,,
7,18,8710,68,4,2,36.19361,366,0,,,,,,,,,,,,,,,,,
6,24,1078,874,10,1,1038.841,335,14,,,,,,,,,,,,,,,,,
6,11,274,23,4,1,484.6072,177,0,,,,,,,,,,,,,,,,,
28,122,22147,112,5,1,172.8314,461,8,,,,,,,,,,,,,,,,,
5,5,133,34,2,1,1133.496,194,0,,,,,,,,,,,,,,,,,
5,14,743,8,3,1,128.5992,94,4,,,,,,,,,,,,,,,,,
5,15,434,57,3,3,463.9014,264,9,,,,,,,,,,,,,,,,,
30,113,19506,390,5,5,602.4403,402,16,,,,,,,,,,,,,,,,,
9,32,13715,54,6,2,756.3944,140,4,,,,,,,,,,,,,,,,,
13,94,39375,53,18,1,1319.438,494,5,,,,,,,,,,,,,,,,,
32,193,32207,160,9,2,238.9544,453,65,,,,,,,,,,,,,,,,,
33,142,27925,122,7,2,222.1261,265,7,,,,,,,,,,,,,,,,,
5,14,404,147,6,1,307.4286,270,0,,,,,,,,,,,,,,,,,
6,42,1326,971,22,2,241.7194,415,25,,,,,,,,,,,,,,,,,
5,5,136,39,1,1,19.63806,163,0,,,,,,,,,,,,,,,,,
6,26,919,90,8,2,207.4331,87,29,,,,,,,,,,,,,,,,,
5,12,352,167,3,1,138.635,177,13,,,,,,,,,,,,,,,,,
2,3,108,44,1,4,121.1144,385,0,,,,,,,,,,,,,,,,,
8,19,489,45,8,1,515.3422,139,0,,,,,,,,,,,,,,,,,
4,6,157,74,2,1,19.14167,187,0,,,,,,,,,,,,,,,,,
6,14,1264,63,6,2,338.57,294,10,,,,,,,,,,,,,,,,,
1,2,58,50,1,1,18.69611,95,0,,,,,,,,,,,,,,,,,
8,24,716,13,5,1,53.9125,194,27,,,,,,,,,,,,,,,,,
6,16,1003,501,5,2,176.7197,506,10,,,,,,,,,,,,,,,,,
9,18,758,71,3,1,493.6467,100,3,,,,,,,,,,,,,,,,,
5,19,641,94,3,3,692.225,172,8,,,,,,,,,,,,,,,,,
2,6,172,765,3,11,110.9844,313,0,,,,,,,,,,,,,,,,,
6,15,421,874,5,4,264.2536,79,1,,,,,,,,,,,,,,,,,
8,13,1064,15,2,1,51.8125,102,2,,,,,,,,,,,,,,,,,
3,3,84,31,1,5,0.166944,263,0,,,,,,,,,,,,,,,,,
4,4,110,11,1,2,1.645,222,0,,,,,,,,,,,,,,,,,
4,4,109,28,1,5,68.24833,214,1,,,,,,,,,,,,,,,,,
6,11,558,116,4,8,2244.387,458,3,,,,,,,,,,,,,,,,,
30,164,27340,193,9,1,400.0306,272,15,,,,,,,,,,,,,,,,,
